id,season,organization,attack,goalkeeping,key_pass,defence,defending_skills,wing_back,central_back,discipline,Rating
1002,2014,-0.961340844,-0.753627746,1.83771333,0.008631737,-0.466799717,-0.118603233,-0.221093512,0.234975542,-0.473683494,5.630716
1002,2015,-0.974762578,-0.686121852,1.630143571,-0.090757048,-0.394223942,-0.12465092,-0.202835413,-0.10675057,-0.219520216,5.61291
1002,2016,-0.928007692,-0.927830277,2.711569391,-0.09690551,0.072479618,-0.114955691,-0.233003734,-0.287073046,-0.714512993,5.659439
1002,2017,-0.822605511,-1.244289325,3.654801544,-0.05317901,0.42477484,-0.054587489,-0.208318575,-0.242026508,-0.86203331,5.726472
1003,2014,-1.036517825,-0.648859368,1.7773841,-0.059325256,-0.345351637,-0.151705218,-0.237802123,0.172692731,-0.745556752,5.594487
1003,2015,-1.105211808,-0.448293427,1.059251942,-0.129065669,-0.649962219,-0.155845946,-0.202024874,0.157923905,-0.402650112,5.545556
1003,2016,-0.756665319,-1.311055967,4.049633666,-0.089454825,0.578482906,-0.043263283,-0.199307019,-0.276057593,-1.011930682,5.764368
1003,2017,-0.940923708,-1.147278404,3.773660472,-0.032511138,0.6956335,-0.118001932,-0.192116719,-0.143219434,-1.294789363,5.677877
1005,2014,0.368120764,-0.359477904,-0.208007671,-0.785257997,-1.075185424,-0.075751075,1.186768683,0.00404129,0.257561064,6.099835
1005,2015,-1.010003139,0.35784612,-0.123349372,-1.109106849,-0.443063566,-0.037573767,-0.29636689,0.491661273,0.110537039,5.527824
1005,2016,-0.830509662,0.194302556,-0.594902578,-0.445290022,-1.057276392,-0.190026733,0.628676881,-0.066103207,-0.53042443,5.607629
1005,2017,0.054338584,0.148739624,-0.735140356,-1.288526555,0.048229307,-0.113069808,0.376829137,0.39508053,-0.87486888,5.930204
1006,2014,0.220388164,-0.607110939,-0.807035177,0.442770465,1.021066692,-0.385883386,-0.9048918,-0.038546319,0.953994353,6.032215
1006,2015,0.765743515,-1.169084296,-0.725971361,0.498450134,0.249792295,-0.386222241,-1.349356932,0.090636022,0.41087596,6.275638
1006,2016,0.572109041,-1.064131618,-0.705876051,1.393146482,-0.837818166,-0.38485318,2.404613217,-0.821848002,-0.403636272,6.208542
1006,2017,0.195090511,-0.998407951,-1.274000606,2.427216313,0.716174372,-0.622977343,4.002103908,-1.547504689,0.262157889,6.005903
1007,2014,1.530383254,-0.604216483,-0.127846405,-0.340983345,0.298347034,-0.083069155,-0.535372628,0.062563662,1.862488497,6.613725
1007,2015,1.267069559,-0.231521311,-0.288246583,0.084085485,0.669725785,2.575351859,-0.675197102,-0.306553631,2.458651245,6.611845
1007,2016,1.59001804,-0.280867077,-0.543191048,-0.592081969,-0.377910905,-0.227380215,-1.509419112,-1.081597618,-0.399033672,6.660379
1007,2017,1.332545099,-0.878693208,-0.504349137,0.341874749,0.86153395,-0.279578822,-0.00592103,-0.055151685,0.509251015,6.508711
1008,2014,1.106848149,-1.809999442,0.417167389,0.074719468,-1.891455888,0.001129331,-1.924868491,1.461998784,1.093627809,6.484332
1008,2015,1.19492645,-1.761497847,0.632846697,0.598357565,-0.751575857,-0.164804974,-1.592705208,0.660739592,1.251475508,6.525446
1008,2016,1.464109205,-1.449423452,-0.139287064,0.332647377,-1.355271284,-0.388794923,0.253051185,-0.7115782,-0.630861429,6.599518
1008,2017,1.258869479,-1.470728001,0.167719146,0.533238957,-0.921490723,-0.343888845,0.534835929,0.427149124,0.068130272,6.513429
1009,2014,0.215486868,-0.967056992,0.116876786,0.48638772,-0.49392741,-0.057454933,-1.482360145,-0.479583397,1.440886984,6.10568
1009,2015,0.376965852,-0.448233465,-0.041535766,-0.29580838,0.141377136,-0.22974517,-0.238936147,0.338630943,0.319325376,6.119401
1009,2016,-0.228274159,-0.130372806,-0.427610555,-0.205982682,-0.098614194,-0.270818127,0.112646253,0.006553786,0.586846339,5.855824
1009,2017,0.05766264,-0.683403327,-0.1828822,1.390062888,-0.212898346,-0.336038686,2.087548258,-0.343712412,-0.029104999,6.013049
1010,2014,0.493197052,-0.945749211,-0.589264965,-0.332204744,-2.396929701,-0.118039589,-1.831869146,-0.253087507,-0.128009177,6.208586
1011,2014,1.430508634,-1.577022304,0.417349841,0.500028099,-1.0688866,-0.22481062,-2.406791815,-1.306327656,1.950661268,6.644291
1011,2015,0.545046888,-1.036101446,0.277734181,-0.013998859,-1.314529513,-0.186698977,-0.899648246,0.572010449,0.161586933,6.234934
1011,2016,1.467024504,-1.010305666,0.247095567,-0.130683999,-1.725868667,-0.272640131,0.136843719,-1.440905073,0.388571697,6.627715
1011,2017,0.749671634,-1.436225242,0.609959644,0.357146813,-0.829888853,-0.257573613,0.980609626,1.281145961,-0.719654903,6.296065
1013,2014,1.180457772,-0.489566255,0.264872519,-1.764570766,-0.723095461,1.542717196,0.020499142,0.554446008,0.303207085,6.486493
1013,2015,1.381601924,-1.211786538,0.109113226,-0.966234072,-0.700509363,-0.141013483,-0.307250288,0.661344786,0.764600009,6.518638
1013,2016,1.043200252,-1.165629575,0.369838417,-0.689669705,0.040358429,-0.170739936,0.680620439,0.325615035,0.389518989,6.366494
1014,2014,-0.1322723,0.341945792,-0.083319246,-0.871351767,-0.212965541,-0.148324524,0.190202103,-0.085226267,0.274832719,5.909031
1014,2015,0.318522539,-0.387414751,-0.314409502,-0.848477937,-0.833378726,-0.04019346,-0.211024632,0.657125048,-0.334602793,6.087226
1014,2016,0.833852883,0.023261384,-0.301639253,-1.840526887,0.209430267,-0.09695917,0.986955654,-0.100875148,2.143908296,6.237709
1014,2017,-0.637434031,0.295145176,0.23405989,-1.584159121,-0.810664614,0.019864769,0.149518069,0.345379288,0.3532784,5.683097
1015,2014,0.837184669,-1.044718894,-0.522733854,-0.059620005,0.170233244,-0.26791781,-0.738328754,0.580125891,-0.026405511,6.290941
1015,2015,0.739507835,-0.559947984,-0.573189338,-0.592392207,0.515819205,-0.374948247,0.947049955,0.407397767,0.921510257,6.203918
1015,2016,0.192062882,0.118541756,-0.249846574,-0.867597812,0.690280628,-0.115033178,-0.692119509,-0.846666902,0.232596436,6.031994
1015,2017,1.009399375,-0.09395921,-0.559957087,-0.715356113,2.013632669,1.711071182,1.325184402,-0.031831785,0.315063209,6.373851
1016,2014,-0.64623713,0.313431706,-0.240513998,0.055219948,-0.08907173,-0.127794081,-0.610388073,1.074497432,-0.415844142,5.72897
1017,2014,1.270009245,0.53429499,-0.706799603,0.881359738,0.176170702,-0.36537652,-0.654253157,0.338186753,-1.073467709,6.588217
1017,2015,1.247105164,0.061747769,-1.553246255,0.180757605,1.802435591,-0.911820189,-0.104583098,-2.282907809,-0.009616621,6.431676
1018,2014,1.663271655,-1.031173413,-0.890226844,-0.13794947,-0.404178425,-0.325891727,-1.90344117,-1.431059712,1.146883807,6.664649
1018,2015,2.013114222,-0.733391466,-0.594776835,-0.415284401,-0.882798316,1.282332613,-1.635012394,-1.409745442,-0.066648058,6.894271
1018,2016,2.118359584,-0.761007536,-0.381308731,-0.39250715,-0.803895785,0.874476385,-0.890789197,-2.227908333,-0.226788151,6.92488
1018,2017,1.938595362,-0.372757087,-0.301975114,-0.130079892,0.151629947,1.472451094,-0.344564205,-2.750980764,0.765838092,6.869479
1019,2015,0.311557866,1.402404822,0.068726103,-0.38644131,-0.522154543,-0.06092897,1.678633421,0.557420862,0.218656274,6.165644
1019,2016,-0.82331764,0.822481158,0.072572359,-0.89495876,-0.730176229,0.054952021,0.437382591,0.316850106,1.10379867,5.644309
1019,2017,-0.540590372,0.581245327,-0.183154457,-1.427419281,0.255264218,0.001622419,0.480091929,0.364758095,0.324718269,5.700368
1020,2014,0.436971998,-0.000188708,0.460097961,-1.359020406,-1.211230346,0.115091819,-0.215990966,-0.258093464,1.271752944,6.175937
1020,2015,0.870678466,-0.070720283,-0.140945655,-0.65045102,-0.625856754,-0.225547208,1.430843879,-1.532238417,0.655327999,6.326962
1020,2016,1.507307632,0.189026185,0.28089131,-2.529385326,-0.780061806,0.045952463,0.735581575,-1.769573008,0.942273978,6.569859
1020,2017,0.514737225,-0.35810167,0.082178322,-0.993315789,-0.101215092,-0.152041188,0.669862821,-1.332303574,0.970532664,6.152758
1022,2014,0.443949338,1.024830938,-0.312568522,0.105876266,-0.174692475,-0.3407508,-0.323262804,0.541041887,-0.598123062,6.230289
1022,2015,-0.116744748,1.353347498,-0.063209653,0.328126399,-0.418313339,-0.268030675,1.104022986,-0.065025463,-0.088340595,6.006405
1022,2016,-0.256341409,1.233187366,-0.04408548,-0.95478526,-0.344227559,0.000170415,-0.319710747,1.009368513,-0.116491258,5.950601
1022,2017,0.168652709,1.307637781,0.02136306,-1.510480322,0.414933081,-0.039627841,0.509208973,0.836086108,1.505094042,6.03844
1024,2014,-0.050246978,0.107941537,-0.443439598,0.081763629,-0.723862552,-0.358803265,0.61081752,-1.086973974,0.558992795,5.963241
